Date,Video Title,Timestamp,Direct YouTube Link,Question,Answer
2021-05-30,"L1 - भविष्य मालिका में कलियुग, LIVE by pandit kashinath Mishra",01:06:35,https://youtu.be/fHHujX1pgR0?t=3995,"Pandit ji, how can we learn to write the Odia language?","It is not necessary for you to learn Odia. Our national language will be Devanagari, which will be a mix of Hindi, Odia, Bhojpuri, Kannada, Tamil, French, and English. That will be the language. When Kalki's rule is established over the world, Devanagari will be used. You all will receive such divine power that you will learn everything easily, as if recalling a past memory. It will come to you through God's grace. It is not necessary to learn Odia. Hindi is our national language, and that will also work."
2021-05-30,"L1 - भविष्य मालिका में कलियुग, LIVE by pandit kashinath Mishra",01:08:06,https://youtu.be/fHHujX1pgR0?t=4086,"Namaskar, this Bhavishya Malika... where can its translation be obtained?","Listen, there is no translation. The way the Malika is written is a mix of Hindi, English, and Sanskrit. Odia is also mixed in, but the script is Odia. The language contains Sanskrit and very old languages like Devanagari. To understand the Malika, nothing but God's grace is needed. The reason I can speak on the Malika today is due to the Lord's grace. When I was a child, I couldn't understand it, but I was interested. Now, I can understand it. This is God's grace. Many have requested me to write the Malika in Hindi, and I did, but I did not publish it because I feared it would be commercialized. Editors would take it, publish it in all languages, and it would become a business. The Lord's precious words would fall into the hands of demons, those who slaughter cows and commit sins. That's why this is a secret. With the power God has given me, I explain it in my episodes. Watch all of them, there are over 100. Understand the Malika from there. I recite the original Odia text and then explain its meaning. Following that is the best way. Jai Jagannath."
2021-05-30,"L1 - भविष्य मालिका में कलियुग, LIVE by pandit kashinath Mishra",01:10:42,https://youtu.be/fHHujX1pgR0?t=4242,By which year can Lord Kalki come?,"Look, brother, Lord Kalki has already descended on Earth. According to what is written in the Malika, Lord Kalki is now 14 years old. When Lord Kalki turned 13, the first phase of establishing Dharma began. Everything the Malika predicted for his 13th year has already happened. After the message of the Malika spreads, 120,000 devotees will gather across India. After that, the 'Khanda Pralay' (partial dissolution) and establishment of Dharma will proceed. Major earthquakes are coming, along with disease, social violence, war, natural calamities, floods, and fire. This time is coming. Lord Kalki can do all this while sitting in his home. It is not necessary for him to reveal himself and tell everyone, 'I am Kalki, surrender to me, and I will start a new age.' It has never happened like that and never will. As the establishment of Dharma progresses and the influence of devotees grows, the devotees themselves will reveal the Lord. And some very good devotees will have the darshan of Lord Kalki, but not everyone."
2021-05-30,"L1 - भविष्य मालिका में कलियुग, LIVE by pandit kashinath Mishra",01:13:16,https://youtu.be/fHHujX1pgR0?t=4396,"No, no, as you mentioned earlier that a 'pralay' (dissolution/cataclysm) is going to happen before Kalki... I mean, the beginning of the end has started. In how many places has this started to happen?","Look, mother, human society is receiving repeated warnings. The first strain [of the virus] was a warning for society to turn towards Dharma. But people did not understand and continued to run after fish, meat, alcohol, women, and sin. Then the second one came. This is the second warning. Warnings will keep coming. This will not end so quickly. But the alert and cultured devotees, those who were actually with Lord Krishna in Vrindavan, will understand. The ignorant will not. Our message of the Malika is only for devotees, not for everyone. Those who eat fish and meat have no place in the Malika, unless they give it up from today. This 'khanda pralay' (partial dissolution) is ongoing. A few days ago, a tornado hit Odisha and caused great destruction. This happens every year. A time will come when it will happen twice a year, then four times, then five times, then every month. God is giving warnings: 'Change, reform, come towards Dharma. If you don't, who will protect you?' I will not strike from behind; I will strike from the front, after giving a warning. Just as Lord Krishna repeatedly warned Kansa. But the Ravanas of Kali Yuga are crueler than the original Ravana. Live a simple life. In a simple life, the light of truth shines. Eat as much as you need and share any extra food with the poor and with animals. This is Dharma for us."
2021-05-30,"L1 - भविष्य मालिका में कलियुग, LIVE by pandit kashinath Mishra",01:18:30,https://youtu.be/fHHujX1pgR0?t=4710,"So, should we get the vaccine or not? I mean... should we take it?","Look, brother, our country is a public welfare nation. It always works in the interest of the country. All citizens must follow its constitutional rules and regulations. I am also included in this, and so are you. It is our greatest duty to protect the country and obey the laws of the government. For those who are connected with our satsang, with the Malika, who are eager for Satyayuga, who are the 'Gopis, Tapis, and Kapis' (devotees), for them I speak the language of Dharma. Follow that language. Jai Jagannath."
2021-05-30,"L1 - भविष्य मालिका में कलियुग, LIVE by pandit kashinath Mishra",01:19:40,https://youtu.be/fHHujX1pgR0?t=4780,"Pandit ji, I am speaking from Odisha. It is written in the Malika that the Samaleswari temple will be struck by lightning. Has that already happened?","In 2018, the flag of the Jagannath temple was struck by lightning and burned. In 2018, the flag on top of the Mother Samaleswari temple was also struck by lightning and it burned. The flag of the Mother Tarini Devi temple in Odisha, a form of Vaishno Devi's power, also burned. That same year, the trident at Baba Akhandalamani's temple fell after being struck by lightning. And the flag of the Lord Neel Madhav temple in Odisha also burned. So yes, the flag of the Mother Samaleswari temple has already burned. Furthermore, four days ago, a fire broke out in the Mother's temple. Do you know? A day after that, the State Bank of India's Sambalpur branch caught fire. Do you know? This is a sign of the establishment of Dharma. When the Mother begins her act of destruction, she manifests as fire. The day Mother Vaishno Devi left Trikuta, a fire broke out on the Trikuta mountain. Do you know about the fire on Trikuta mountain in 2018? This is the proof. The flag on the Jagannath temple burned. How can lightning strike a place where the Sudarshan Chakra is present, which is brighter than crores of suns? This is a sign of destruction. Human society should understand this. Hold on to Dharma. Dharma is the greatest wealth."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",13:13,https://youtu.be/L3JkZTclRzQ?t=793,"You had said that when the Kali Yuga ends and human society enters the Satya Yuga, will the internet exist then or not? Will people's houses and buildings remain? How will they eat and drink? Will phones exist or not? And how will human society be able to connect with each other?","Look, whatever development and technology exists in this Kali Yuga, the Satya Yuga will have means that are crores of times more advanced. In Satya Yuga, the sun and moon provide light to the entire universe through the power of truth (Satya). The power will be spiritual. In Satya Yuga, the rulers will be spiritual rulers. Spiritual power is the most potent force in the universe. In the Srimad Bhagavatam, it is written that when Lord Krishna was traveling from Dwarka to Hastinapur, his family traveled by road, but the sages traveled through the sky in their divine aircraft (vimanas). In this age, only a few among crores have an airplane, and even that is dangerous. But in that age, all devotees will be able to travel anywhere they wish in a Pushpaka Viman.  Regarding electronics, in Kali Yuga, the sun's rays are harsh and the moon's rays are dim. But in Satya Yuga, the sun's rays will be like the moon's rays are now, so people will be able to do their daily work and farming joyfully without feeling the heat. At night, the moonlight will be brighter than our current electric lights, and it will be cool and pleasant. People will be able to travel at night without any electricity. As for the internet, humans will have so much spiritual power that they will know what is happening in all the realms—heaven, earth, and the netherworld. Just as we talk on the phone now, through spiritual power, a person will be able to get news from the entire universe, the infinite cosmic eggs (Brahmanda). Through their power of meditation and divine energy, they will have all the means they need. Their food, drink, and housing will be like that of kings, and people will have no troubles. Most importantly, there will be brotherhood, friendship, and purity among all devotees. There will be no need for medicine as there will be no diseases. People will have 'iccha mrityu' (the ability to choose the time of their death), and they will live according to their will, performing righteous actions as described in the Srimad Bhagavatam. The scriptures say that in Satya Yuga, gods and devotees would come in their Pushpaka Vimanas to play in the river Ganga. That time will come again. The things people will receive will be thousands of times better than the artificial things of Kali Yuga. Everyone will become a saint."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",22:22,https://youtu.be/L3JkZTclRzQ?t=1342,"We adults can perform worship, chanting, and penance, but how should we prepare our small children, who are one or two years old, for the coming age?","Jai Jagannath. The environment gives a person everything. If a child goes to the market, he sees the market's environment. If he sits in a satsang (spiritual gathering), he hears the kirtan and bhajans. So, for your children, in your busy life, wake up as early as possible, around 4:30 or 5:00 AM. This is the first step to eradicating disease. Second, have your dinner as early as possible in the evening, by 7:00 or 8:00 PM, and go to bed by 9:30 or 10:00 PM. Teach your children this as well, because this will be the way of life for those who enter Satya Yuga. All humans will eat by 8:00-8:30 PM, go to bed by 10:00 PM, and wake up early to chant the Lord's name. Teach your children this routine. Wake them up at the prescribed time, between 4:30 and 5:00 AM, which is the Brahma Muhurta, and sit with them to chant the name of Lord Madhava. When you do your kirtan or read the Srimad Bhagavatam, have your child sit with you. Even if the child cannot say much, just teach them to say 'Madhava, Madhava.' Gradually, they will start chanting, and by following your actions, they will also be guided onto the right path. The whole family will do satsang, stay at home, and become worthy of Satya Yuga. Read the Srimad Bhagavatam at home, do not harm any living beings, and after having children, stay away from marital physical relations. Keep your family away from modern films, theater, and the negative things on YouTube. By doing this, we can easily overcome the problems in today's society and move towards Satya Yuga. Nothing can stop us. Jai Jagannath."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",25:44,https://youtu.be/L3JkZTclRzQ?t=1544,"Sir, my question is that technology is advancing rapidly. Work that used to take us four or five hours can now be done in 20 to 40 minutes. Big companies are focusing on artificial intelligence to automate things, reducing manual intervention and using more machines. What are your thoughts on this? Is this truly leading us towards progress, or is it causing the downfall of human civilization?","Look, when an age changes, people do everything for their own self-interest. The sage Achyutananda has written about this in the Malika. He wrote that first, the farmers will be destroyed; they will lose their lives and commit suicide, which you have been seeing for many years. After that, the wealthy people, the big company owners who have looted the poor and worked for their own selfish interests instead of the welfare of society—their companies will shut down. Just wait, the time is very near when the companies of the world's biggest wealthy people will close. The effect is already beginning, and it will happen gradually. But a time will come when it will all be meaningless. The technology and facilities in society should be for all humans. In the current Kali Yuga, a few people have the power, authority, and money. All this will be digitized, and everyone will get equal rights. Such a time is coming. We must follow the path of righteousness, religion, and purity. Completely oppose the killing of living beings, meat, and fish. Otherwise, entering Satya Yuga will be difficult for human society. If one kills and eats meat and fish, facing the coming times will be very difficult. There will be equal laws and a constitution for all in the assembly of dharma, but we have to wait for some time and some events to pass. Wait and see what happens. Jai Jagannath ji."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",28:56,https://youtu.be/L3JkZTclRzQ?t=1736,"I heard about 'jiv hatya' (killing of living beings) last time. In this context, what about pests in the house, like small insects that appear during the rainy season and damage our belongings, or spiders and ants? If they are killed, is that also a sin? Sometimes, it becomes necessary to kill them, Pandit ji.","Jai Jagannath. Actually, this is a consequence of Kali Yuga. Due to the pollution in the air, these insects have increased everywhere, including in agriculture. This is happening because of the pollution of Kali Yuga. This will continue for a few more years until the establishment of dharma is complete, then it will change. For now, in the current Kali Yuga, I will not say much about this. But try your best to ensure that no sin is committed through you. Avoid actions that lead to sin and its consequences. Jai Jagannath ji."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",30:27,https://youtu.be/L3JkZTclRzQ?t=1827,"Sir, I have another question. Nowadays, whenever I meet people or interact on social media, I see that most people don't worship God. They'll watch other things, but when it comes to worship, they avoid it. Why don't they remember God, even once a year? Why don't my friends or juniors remember God? Also, another point is that cartoons about God used to be shown on channels like Cartoon Network, which gave knowledge to children. Why isn't that happening today? Why aren't cartoons about God shown to children so they can learn about their religion, spirituality, and live a righteous life? Because I believe religion teaches you the right way to live.","When the system of Kali Yuga is in power and human society becomes sinful, there is nothing left to teach society. Due to the influence of Kali Yuga, people today do not implement your pure ideology. But in the coming age, it will happen. In the next age, the eighteen Puranas will be read in every house. The one who is ahead in scriptural knowledge will be revered in society and will receive high positions and respect. As Kali Yuga is going on, the rights of our Sanatana Dharma, the rights of our new generation, have been snatched away by our so-called guardians, and they are repeatedly taken away. Their rule and their will shall not last long. A time will come when schools will be based on our Vedic principles, like ashrams, where everyone will study the scriptures. They will gain so much knowledge that they will not need to focus on just employment and marketing, in which people are solely interested today. The fact that cartoons about Lord Krishna and other devotional channels that used to air are no longer there is a sign of Kali Yuga's influence and its end. This will not last long. By 2030, the light of Satya Yuga will be fully manifest, and from then on, people will live according to the principles of Sanatana Dharma. Jai Jagannath."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",36:35,https://youtu.be/L3JkZTclRzQ?t=2195,"You just said that Corona will be gone in July, but...","Regarding your first question, that I said Corona will be gone in July—neither is it written in the scriptures, nor have I ever said it. In my previous episodes, you can listen, I have said that this disease is not going to go away. It will keep coming back, and to bear it, the power of dharma is needed. That's the first point. Furthermore, I have said what the great sage Achyutananda has written: 'Mala mala daka sapta thara heba,' meaning seven times, major diseases will strike the world, and the sound of death will echo across the world seven times. We do not see any change happening in society so quickly. However, we can counter it through the power of dharma."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",38:17,https://youtu.be/L3JkZTclRzQ?t=2297,"Ever since I've heard about the Kalki avatar from you and started chanting, I feel a strange sensation and a deep desire to see him. What should I do?","While living in the world, performing your duties, and thinking about your family, spend half an hour a day in the pursuit of divine knowledge. Secondly, you can contact the number provided on our YouTube channel. The Lord's name cannot be given to everyone. It is given only to those who do not eat meat or fish, who read the Srimad Bhagavatam daily in their homes, and who are free from sin, violence, and malice. The Mahamantra of Lord Kalki will be given by selecting such people. It is not for everyone. Please listen, this is not a commercial organization. I want to make it very clear to you, I have never earned a single paisa from the spiritual path in my life. We have never taken a single paisa from anyone through our discourses. I do not want to have any such financial relationship with pure souls like you. I want to have a relationship with you like a brother, like family, just as the gopas and gopis lived with brotherhood in Vrindavan. We will maintain that connection and spread the Lord's name. After you contact the number, the Lord's name will be given after six months. Chant that name. As for your desire to have a darshan (vision) of Lord Kalki, when the time comes, you will. This is not a shop where I can just give you the mantra. This is not a business. The Mahapurushas wrote this 500 years ago, selecting devotees for this purpose. It is repeatedly mentioned that this secret mantra of the Lord should not be given to any sinner, unjust person, or corrupt individual."
2021-06-06,"L2 मनुष्य समाज को सत्य युग में जाने का मार्ग, LIVE by pandit kashinath Mishra",41:50,https://youtu.be/L3JkZTclRzQ?t=2510,"We have spoken on WhatsApp. I told you about this feeling in my heart, and you replied on WhatsApp telling me to chant a 'Malwa mantra'. I replied that I already chant 'Radhe Radhe' from the moment I wake up, it never stops. Is that sufficient?","If I have given you a mantra on WhatsApp, then you should chant that one. That is the most powerful mantra. Chant it, and you will receive everything. Just try it and see the power of this mantra. But one thing is, you must keep your body pure, wake up during the Brahma Muhurta, and follow the path I have described. You should read the Srimad Bhagavatam daily and consider your husband as God. I am not saying this just for you, but for all women. In Satya Yuga, the husband is considered God, and the wife should be his devoted partner. In Kali Yuga, only those who change will be able to follow this path, not everyone. Since I have given you the mantra, follow it, and everything will be fine."
